"","poradi","ID","datum","cas_sec","misto_vyzkumu","obor","zakl_vyzkum","reproduk","rep_Ne","rep_Mainstream","rep_Casopisy","rep_Diskuse","rep_Vlastni","krize_rep","krize_fyz","krize_bio","krize_med","krize_soc","krize_nevim","rep_podil","nerep_problem","nerep_chyba","nerep_valid","nerep_neobj","nerep_veda","nerep_narust","reg_Evropa","reg_Sev.Amerika","reg_Asie","reg_vsude.stejne","reg_nevim","nerep_zeme","despekt","desp_zeme","desp_jazyk","desp_kvalita","desp_nevim","desp_vlastni","reakce_nectu","reakce_vyberu","reakce_obezret","reakce_nic","reakce_stejne","reakce_nevim","reakce_vlastni","fakt_podvod","fakt_karier","fakt_dohled","fakt_recenz","fakt_selekc","fakt_replik","fakt_statis","fakt_odborn","fakt_data","fakt_dokume","fakt_metody","fakt_variab","fakt_design","fakt_smula","fakt_dalsi","nerep_jaMuj","nerep_jaCizi","nerep_oniMuj","rep_komentar","objekt_vnejsi.pohled","objekt_presnost","objekt_matematicka.konzistence","objekt_testovatelnost","objekt_nestrannost","objekt_priblizeni.pravde","objekt_shoda.s.realitou","objekt_kvantifikace","objekt_intersubjektivita","objekt_kriticke.mysleni","objekt_reprodukovatelnost","objekt_diskut","frek_nerepre","frek_hacking","frek_positiv","frek_popular","frek_modmet","frek_oversell","frek_zbytecne","frek_salam","neobj_nerepre","neobj_hacking","neobj_positiv","neobj_popular","neobj_modmet","neobj_oversell","neobj_zbytecne","neobj_salam","financ_vliv","financ_zajisti.objektivitu","financ_neduvera","financ_zajisti.nezavislost","financ_casvliv","financ_casvlast","pomer_administr","diskrim_muzi","diskrim_starsi","diskrim_uspesni","diskrim_autority","diskrim_zavedene","objekt_komentar","dilema_predator","dilema_neinformoval","dilema_misogyn","dilema_kvoty","dilema_cinska.medicina","dilema_embryo","dilema_komentar","gender","vek","kar_praxe","kar_titul","kar_citace","kar_nejlepsi","kar_kategorie","kar_komentar","pomer_veda","pomer_zakladni","obor_dotovany","obor_konkuren","obor_tlak","obor_rychly","obor_priliv","obor_publikac","obor_medializ","obor_verejnos","obor_komplexn","obor_mensi","cinnost_matem","cinnost_model","cinnost_teori","cinnost_exper","cinnost_kateg","cinnost_vyvoj","obor_ekzaktnost","obor_komentar","spec_hlavni","spec_astr","spec_astrvl","spec_bio","spec_biovl","spec_chem","spec_chemvl","spec_ekol","spec_ekolvl","spec_inze","spec_inzevl","spec_matr","spec_matrvl","spec_medi","spec_medivl","spec_fyzi","spec_fyzivl","spec_matm","spec_metmvl","spec_vlastni","instituce"
"11",12,5792035,2019-04-11,2353,"V Akademii věd ČR","Sekce chemických věd","Ano",NA,NA,NA,NA,"Ano, v diskuzích na konferencích","Diskuse s kolegy z oboru","Ano, významná krize","Fyzikálních/chemických",NA,NA,NA,NA,"50 %","Spíše souhlasím","Spíše souhlasím","Rozhodně nesouhlasím","Rozhodně souhlasím","Spíše nesouhlasím","Rozhodně souhlasím",NA,NA,"Asie",NA,NA,"Čína, Indie","Nikdy",NA,NA,NA,NA,NA,NA,"Vybírám si jen taková pracoviště, o nichž jsem přesvědčen, že dělají kvalitní vědu","Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Někdy","Někdy","Nevím","Nevím","Velmi často","Velmi často","Někdy","Velmi často","Velmi často","Velmi často","Zřídka","Nikdy","Někdy","Zřídka",NA,"Ano","Ano","Ne",NA,NA,"Přesnost",NA,NA,NA,NA,NA,NA,NA,"Kritické myšlení","Reprodukovatelnost","Velmi často","60%","Nevím","60%","Vždy 100%","80%","20%","40%","80%","Ano","Ano","Ne","Ne","Ne","Ano","Ne","Ano","Velmi často","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Financovaných z veřejných zdrojů","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"50%",0,-1,-1,-1,-1,NA,"ne","ne","ne","ne","ne","ne",NA,"Muž","35–44","10–19 let","CSc./Ph.D.","Do 500","Ne","Vědecký pracovník do třídy V5",NA,NA,"50%","Rozhodně ne","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Rozhodně ne","Spíše ne","Spíše ano","Rozhodně ano","Tuto činnost nedělám","2. místo","Tuto činnost nedělám","1. místo","Tuto činnost nedělám","3. místo","„Tvrdší“ (exaktnější)",NA,"Chemistry",NA,NA,NA,NA,"Chemical Engineering","Chemical Engineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"12",13,5792039,2019-04-11,1061,"V Akademii věd ČR","Sekce biologických a lékařských věd","Ano",NA,NA,NA,"Ano, ve vědeckých časopisech",NA,NA,"Ano, významná krize",NA,"Biologických","Lékařských","Sociálních","Nevím","60 %","Spíše souhlasím","Spíše nesouhlasím","Rozhodně nesouhlasím","Spíše souhlasím","Spíše souhlasím","Spíše nesouhlasím",NA,NA,NA,"Ve všech regionech je podíl nereprodukovatelných studií stejný",NA,NA,"Nikdy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"řídím se spíše renome casopisu, ktery studii publikoval, nez zemi puvodu autoru","Zřídka","Velmi často","Někdy","Zřídka","Velmi často","Velmi často","Velmi často","Zřídka","Zřídka","Někdy","Zřídka","Někdy","Nevím","Někdy",NA,"Nepamatuji se","Ano","Ne",NA,"Pohled z vnějšku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nikdy","30%","90%","80%","Nikdy 0%","30%","40%","70%","30%","Ano","Ano","Ano","Ne","Ne","Ano","Ne","Ano","Vždy","Nehraje roli","Ne, obojí je stejně důvěryhodné","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"40%",0,-1,0,-1,-1,NA,"ne","ano","ne","ne","ano","ano",NA,"Žena","35–44","10–19 let","CSc./Ph.D.","Do 500","Ne","Vědecký asistent do třídy V4",NA,NA,"100%","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Rozhodně ano","Spíše ne","Rozhodně ano","Rozhodně ne","Tuto činnost nedělám","Tuto činnost nedělám","1. místo","1. místo","3. místo","3. místo","„Měkčí“ (méně exaktní)",NA,"Biology",NA,NA,"Neuroscience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"13",14,5792040,2019-04-11,942,"V Akademii věd ČR","Sekce biologických a lékařských věd","Ne","-dtto-",NA,"Ano, v mainstreamových médiích","Ano, ve vědeckých časopisech","Ano, v diskuzích na konferencích",NA,"Ano, významná krize",NA,"Biologických","Lékařských","Sociálních",NA,"50 %","Rozhodně souhlasím","Spíše souhlasím","Spíše nesouhlasím","Spíše souhlasím","Spíše souhlasím","Rozhodně souhlasím",NA,NA,NA,NA,"Nedokážu posoudit",NA,"Někdy",NA,"Byla to jazyková záležitost, protože nejsem rodilý mluvčí","Týkalo se to kvality vědecké práce",NA,NA,NA,"Vybírám si jen taková pracoviště, o nichž jsem přesvědčen, že dělají kvalitní vědu",NA,NA,NA,NA,NA,"Zřídka","Velmi často","Velmi často","Velmi často","Někdy","Někdy","Velmi často","Někdy","Někdy","Zřídka","Velmi často","Někdy","Velmi často","Zřídka","ne","Ne","Ano","Ne","ne",NA,NA,NA,NA,NA,NA,"Shoda s realitou","Kvantifikace",NA,"Kritické myšlení",NA,"Někdy","90%","30%","90%","20%","90%","90%","80%","20%","Ano","Ano","Ano","Ne","Ano","Ano","Ano","Ano","Velmi často","Soukromé (korporátní)","Financovaných ze soukromých zdrojů","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"40%",0,1,0,1,1,"ne","ne","ano","ne","ne","ano","ne","ne","Muž","65 a více","20 a více let","DrSc./DSc.","Do 5000","Ano","Vedoucí vědecký pracovník do třídy V6","ne",NA,"90%","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ano","Spíše ano","Rozhodně ne","2. místo","3. místo","1. místo","1. místo","2. místo","1. místo","„Měkčí“ (méně exaktní)","ne","Biology",NA,NA,"Neuroscience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"14",15,5792043,2019-04-11,947,"V Akademii věd ČR","Sekce biologických a lékařských věd","Ano",NA,NA,"Ano, v mainstreamových médiích",NA,NA,NA,"Ano, nevýznamná krize",NA,"Biologických",NA,NA,NA,"70 %","Spíše souhlasím","Spíše souhlasím","Spíše nesouhlasím","Spíše souhlasím","Spíše souhlasím","Ani souhlasím/ani nesouhlasím",NA,NA,NA,NA,"Nedokážu posoudit",NA,"Zřídka",NA,NA,NA,"Nedokážu posoudit",NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy",NA,"Ano","Ne","Nepamatuji se",NA,NA,NA,NA,NA,NA,"Přiblížení k pravdě","Shoda s realitou",NA,NA,NA,"Reprodukovatelnost","Nikdy","10%","Nevím","30%","10%","20%","20%","20%","50%","Ano","Nevím","Ano","Ano","Ano","Ano","Ano","Ano","Velmi často","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Nevím","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"50%",0,0,-1,-1,-1,NA,"ne","ano","ne","ne","ano","ano",NA,"Muž","55–64","20 a více let","Docent","Do 5000","Ne","Vědecký pracovník do třídy V5",NA,NA,"60%","Spíše ne","Spíše ne","Rozhodně ano","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Tuto činnost nedělám","Tuto činnost nedělám","2. místo","1. místo","Tuto činnost nedělám","Tuto činnost nedělám","„Měkčí“ (méně exaktní)",NA,"Medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hematology",NA,NA,NA,NA,NA,NA,"AV"
"15",16,5792045,2019-04-11,1079,"V Akademii věd ČR","Sekce biologických a lékařských věd","Ano",NA,NA,NA,NA,"Ano, v diskuzích na konferencích",NA,"Ano, významná krize","Fyzikálních/chemických","Biologických","Lékařských",NA,NA,"60 %","Spíše nesouhlasím","Spíše nesouhlasím","Spíše nesouhlasím","Spíše souhlasím","Spíše nesouhlasím","Ani souhlasím/ani nesouhlasím",NA,NA,"Asie",NA,NA,"Čína, Indie, Tchajwan","Velmi často","USA, Velká Británie, Německo",NA,"Týkalo se to kvality vědecké práce",NA,NA,NA,"Vybírám si jen taková pracoviště, o nichž jsem přesvědčen, že dělají kvalitní vědu","Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Zřídka","Velmi často","Někdy","Zřídka","Velmi často","Někdy","Zřídka","Zřídka","Někdy","Velmi často","Někdy","Někdy","Velmi často","Zřídka","Nejsou publikovány drobnosti, které mají ale obrovský důsledek při provádění experimentu (tzv. informace mezi řádky)","Ano","Ano","Nepamatuji se",NA,NA,NA,NA,"Testovatelnost","Nestrannost",NA,NA,NA,NA,NA,"Reprodukovatelnost","Někdy","90%","20%","80%","80%","60%","80%","20%","30%","Ano","Ano","Ne","Ano","Ne","Ano","Ano","Ano","Velmi často","Nehraje roli","Ne, obojí je stejně důvěryhodné","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"30%",-1,-1,-1,-1,-1,NA,"ne","ne","ne","ne","ano","ne",NA,"Žena","35–44","10–19 let","CSc./Ph.D.","Do 500","Ne","Postdoktorand do třídy V3",NA,NA,"100%","Rozhodně ne","Rozhodně ano","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ano","Rozhodně ne","Tuto činnost nedělám","3. místo","3. místo","1. místo","3. místo","2. místo","„Měkčí“ (méně exaktní)",NA,"Biology",NA,NA,"Cell Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"16",17,5792048,2019-04-11,1206,"V Akademii věd ČR","Sekce matematiky, fyziky a informatiky","Ano","Matematický dukaz lze zkontrolovat a v mnoha případech i najít jiný důkaz.","Ne",NA,NA,NA,NA,"Nevím",NA,"Biologických",NA,NA,NA,"100 %","Rozhodně nesouhlasím","Nevím","Rozhodně souhlasím","Rozhodně souhlasím","Nevím","Nevím",NA,NA,NA,NA,"Nedokážu posoudit",NA,"Nikdy",NA,NA,NA,NA,NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Nevím","Velmi často","Nevím","Vždy","Nevím","Nevím","Nevím","Nevím","Nevím","Nevím","Nevím","Nevím","Nevím","Nevím",NA,"Nedělám experimenty","Nedělám experimenty","Nedělám experimenty","Mého oboru matematické teorie neuronových sítí se tak problematika netýká protože je založen na matematických důkazech",NA,"Přesnost","Matematická konzistence",NA,NA,NA,NA,NA,NA,"Kritické myšlení",NA,"Nikdy","30%","Nevím","30%","30%","Nevím","70%","70%","30%","Ano","Nevím","Ano","Ano","Ano","Ano","Ano","Ano","Velmi často","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Financovaných ze soukromých zdrojů","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"40%",-1,-1,0,0,1,NA,"ne","ano","ne","ne","ano","ne",NA,"Žena","65 a více","20 a více let","DrSc./DSc.","Do 1000","Ano","Vedoucí vědecký pracovník do třídy V6",NA,NA,"100%","Spíše ne","Nevím","Rozhodně ano","Rozhodně ano","Rozhodně ne","Rozhodně ano","Rozhodně ne","Nevím","Rozhodně ano","Rozhodně ano","1. místo","Tuto činnost nedělám","1. místo","Tuto činnost nedělám","Tuto činnost nedělám",NA,"„Tvrdší“ (exaktnější)",NA,"Mathematics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,"AV"
"17",18,5792052,2019-04-11,1507,"V Akademii věd ČR","Sekce biologicko-ekologických věd","Ano",NA,"Ne",NA,NA,NA,NA,"Nevím",NA,NA,NA,NA,NA,"80 %","Spíše nesouhlasím","Ani souhlasím/ani nesouhlasím","Nevím","Spíše souhlasím","Spíše souhlasím","Nevím",NA,NA,NA,NA,"Nedokážu posoudit",NA,"Nevím",NA,NA,NA,NA,NA,NA,"Vybírám si jen taková pracoviště, o nichž jsem přesvědčen, že dělají kvalitní vědu","Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Vždy","Velmi často","Někdy","Někdy","Někdy","Někdy","Někdy","Velmi často","Vždy","Někdy","Velmi často","Zřídka","Velmi často","Velmi často",NA,"Nepamatuji se","Ne","Nepamatuji se",NA,NA,NA,NA,NA,"Nestrannost","Přiblížení k pravdě",NA,NA,NA,"Kritické myšlení",NA,"Zřídka","40%","Nevím","80%","Nevím","Nevím","Nevím","40%","70%","Ano","Nevím","Ano","Ano","Nevím","Ano","Ano","Ne","Velmi často","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Financovaných ze soukromých zdrojů","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"20%",0,-1,-1,-1,0,NA,"ne","ne","ano","ne","ano","ne",NA,"Muž","25–34","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Doktorand do třídy V2",NA,NA,"100%","Spíše ano","Spíše ano","Nevím","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Nevím","Spíše ne","Tuto činnost nedělám","Tuto činnost nedělám","Tuto činnost nedělám","1. místo","3. místo","2. místo","„Tvrdší“ (exaktnější)",NA,"Biology",NA,NA,"Molecular Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"18",19,5792053,2019-04-11,1060,"V Akademii věd ČR","Sekce biologických a lékařských věd","Ano",NA,NA,NA,NA,"Ano, v diskuzích na konferencích",NA,"Ano, nevýznamná krize","Fyzikálních/chemických","Biologických","Lékařských",NA,NA,"70 %","Spíše souhlasím","Ani souhlasím/ani nesouhlasím","Ani souhlasím/ani nesouhlasím","Spíše souhlasím","Spíše nesouhlasím","Spíše souhlasím",NA,NA,"Asie",NA,NA,"Čína","Zřídka",NA,"Byla to jazyková záležitost, protože nejsem rodilý mluvčí",NA,NA,NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Zřídka","Velmi často","Zřídka","Někdy","Někdy","Někdy","Někdy","Někdy","Velmi často","Zřídka","Velmi často","Zřídka","Velmi často","Nevím",NA,"Ne","Ano","Nepamatuji se",NA,NA,NA,NA,NA,"Nestrannost",NA,NA,NA,NA,NA,NA,"Zřídka","30%","Nevím","40%","30%","20%","60%","10%","10%","Ne","Nevím","Ano","Ano","Ne","Ano","Nevím","Nevím","Velmi často","Nevím","Financovaných ze soukromých zdrojů","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"50%",0,-1,-1,-1,-1,NA,"ano","ne","ne","ano","ano","ne",NA,"Žena","35–44","10–19 let","CSc./Ph.D.","Do 1000","Ne","Vědecký pracovník do třídy V5",NA,NA,"90%","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Tuto činnost nedělám","2. místo","2. místo","1. místo","2. místo","3. místo","„Měkčí“ (méně exaktní)",NA,"Biology",NA,NA,"Plant Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"19",20,5792054,2019-04-11,2032,"V Akademii věd ČR","Sekce biologických a lékařských věd","Ano","V preklinických experimentech na zvířatech v podstatě připadá v úvahu je otázka reprodukovatelnosti, nelze zajistit naprosto shodné podmínky pro opakování pokusu, a to i na stejném pracovišti.",NA,NA,NA,"Ano, v diskuzích na konferencích","diskuze s kolegy v oboru","Ano, významná krize",NA,"Biologických","Lékařských",NA,NA,"50 %","Rozhodně souhlasím","Spíše nesouhlasím","Ani souhlasím/ani nesouhlasím","Spíše souhlasím","Rozhodně souhlasím","Spíše souhlasím",NA,NA,NA,NA,"Nedokážu posoudit",NA,"Nikdy",NA,NA,NA,NA,NA,NA,NA,NA,"Nijak, protože i studie z tohoto regionu mohou obsahovat cenné výsledky",NA,NA,NA,"Někdy","Velmi často","Vždy","Někdy","Velmi často","Velmi často","Velmi často","Někdy","Někdy","Někdy","Velmi často","Někdy","Někdy","Nevím",NA,"Ano","Ano","Ne",NA,NA,NA,NA,"Testovatelnost","Nestrannost",NA,NA,NA,NA,NA,"Reprodukovatelnost","Zřídka","80%","Nevím","Nevím","Nevím","Nevím","80%","30%","50%","Ano","Nevím","Ano","Ne","Ne","Ano","Nevím","Ano","Velmi často","Nevím","Nevím","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"50%",0,-1,-1,-1,-1,NA,"ano","ne","ne","ano","ano","ne",NA,"Muž","45–54","20 a více let","CSc./Ph.D.","Do 5000","Ano","Vědecký pracovník do třídy V5",NA,NA,"80%","Spíše ano","Rozhodně ano","Spíše ano","Rozhodně ne","Nevím","Spíše ano","Rozhodně ano","Nevím","Rozhodně ano","Rozhodně ne",NA,NA,NA,"1. místo",NA,NA,"„Tvrdší“ (exaktnější)",NA,"Biology",NA,NA,"Physiology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"20",21,5792055,2019-04-11,1645,"V Akademii věd ČR","Sekce biologických a lékařských věd","Ano",NA,NA,NA,"Ano, ve vědeckých časopisech",NA,NA,"Ano, významná krize",NA,"Biologických","Lékařských",NA,NA,"60 %","Rozhodně souhlasím","Spíše souhlasím","Rozhodně nesouhlasím","Rozhodně souhlasím","Nevím","Rozhodně souhlasím",NA,NA,"Asie",NA,NA,NA,"Nikdy",NA,NA,NA,NA,NA,NA,"Vybírám si jen taková pracoviště, o nichž jsem přesvědčen, že dělají kvalitní vědu",NA,NA,NA,NA,NA,"Velmi často","Velmi často","Velmi často","Někdy","Vždy","Někdy","Někdy","Velmi často","Velmi často","Vždy","Velmi často","Nevím","Někdy","Někdy",NA,"Ano","Ano","Nepamatuji se",NA,NA,NA,NA,"Testovatelnost",NA,NA,NA,"Kvantifikace",NA,NA,"Reprodukovatelnost","Zřídka","40%","40%","50%","40%","40%","50%","50%","30%","Ano","Ano","Ano","Nevím","Nevím","Ano","Nevím","Ne","Velmi často","Nevím","Nevím","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"30%",0,-1,-1,-1,-1,NA,"ne","ano","ano","ne","ne","ano",NA,"Muž","35–44","10–19 let","CSc./Ph.D.","Do 1000","Ano","Vědecký pracovník do třídy V5",NA,NA,"80%","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ne","Rozhodně ano","Rozhodně ne","Tuto činnost nedělám","3. místo","2. místo","1. místo","Tuto činnost nedělám","Tuto činnost nedělám","„Tvrdší“ (exaktnější)",NA,"Biology",NA,NA,"Neuroscience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"21",22,5792057,2019-04-11,824,"V Akademii věd ČR","Sekce biologicko-ekologických věd","Ano",NA,NA,NA,"Ano, ve vědeckých časopisech","Ano, v diskuzích na konferencích",NA,"Ano, významná krize",NA,"Biologických","Lékařských","Sociálních",NA,"50 %","Rozhodně souhlasím","Rozhodně nesouhlasím","Spíše nesouhlasím","Spíše souhlasím","Rozhodně souhlasím","Rozhodně souhlasím",NA,"Severní Amerika","Asie",NA,NA,"Čína","Nikdy",NA,NA,NA,"Nedokážu posoudit",NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Vždy","Velmi často","Velmi často","Zřídka","Vždy","Někdy","Někdy","Velmi často","Velmi často","Vždy","Zřídka","Zřídka","Vždy","Zřídka",NA,"Ano","Ano","Ano",NA,NA,"Přesnost",NA,NA,"Nestrannost",NA,NA,NA,NA,NA,"Reprodukovatelnost","Velmi často","40%","60%","80%","70%","60%","70%","70%","60%","Ano","Ano","Ano","Ne","Nevím","Ano","Ne","Nevím","Velmi často","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Financovaných ze soukromých zdrojů","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"50%",0,-1,-1,-1,-1,NA,"ne","ano","ne","ne","ano","ne",NA,"Žena","25–34","5–9 let","Mgr./Ing.","Do 100","Ne","Doktorand do třídy V2",NA,NA,"100%","Spíše ne","Spíše ano","Rozhodně ano","Spíše ano","Rozhodně ano","Spíše ano","Rozhodně ano","Spíše ano","Rozhodně ano","Rozhodně ne","2. místo","Tuto činnost nedělám","1. místo","1. místo","2. místo","Tuto činnost nedělám","„Tvrdší“ (exaktnější)",NA,"Biology",NA,NA,"Plant Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"22",23,5792063,2019-04-11,1437,"V Akademii věd ČR","Sekce biologicko-ekologických věd","Ano",NA,NA,"Ano, v mainstreamových médiích",NA,NA,NA,"Ano, nevýznamná krize",NA,"Biologických","Lékařských",NA,NA,"70 %","Spíše nesouhlasím","Spíše nesouhlasím","Spíše souhlasím","Spíše souhlasím","Spíše souhlasím","Spíše souhlasím",NA,NA,"Asie",NA,NA,NA,"Zřídka",NA,"Byla to jazyková záležitost, protože nejsem rodilý mluvčí",NA,NA,NA,NA,NA,NA,"Nijak, protože i studie z tohoto regionu mohou obsahovat cenné výsledky",NA,NA,NA,"Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Nevím","Někdy","Někdy",NA,"Ano","Ano","Nepamatuji se",NA,NA,NA,NA,NA,"Nestrannost","Přiblížení k pravdě",NA,NA,NA,NA,NA,"Zřídka","20%","Nevím","80%","40%","40%","30%","60%","10%","Ne","Nevím","Ne","Nevím","Ne","Ano","Ne","Ano","Někdy","Nehraje roli","Ne, obojí je stejně důvěryhodné","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"30%",0,0,-1,-1,0,NA,"ne","ne","ne","ne","ano","ne",NA,"Muž","35–44","10–19 let","CSc./Ph.D.","Do 500","Ano","Postdoktorand do třídy V3",NA,NA,"90%","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Tuto činnost nedělám","Tuto činnost nedělám","2. místo","1. místo","Tuto činnost nedělám","3. místo","Nedokážu posoudit",NA,"Other specialization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plant Biology","AV"
"23",24,5792064,2019-04-11,1272,"V Akademii věd ČR","Sekce chemických věd","Ano",NA,NA,NA,NA,"Ano, v diskuzích na konferencích",NA,"Ne, žádná krize není",NA,NA,NA,NA,NA,"80 %","Rozhodně nesouhlasím","Ani souhlasím/ani nesouhlasím","Spíše souhlasím","Ani souhlasím/ani nesouhlasím","Spíše souhlasím","Ani souhlasím/ani nesouhlasím",NA,NA,"Asie",NA,NA,NA,"Nikdy",NA,NA,NA,NA,NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Nevím","Někdy","Někdy","Zřídka","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Nevím","Někdy","Nevím",NA,"Ano","Ano","Ano",NA,NA,NA,NA,NA,"Nestrannost","Přiblížení k pravdě",NA,NA,NA,"Kritické myšlení",NA,"Nikdy","30%","20%","30%","50%","50%","30%","20%","20%","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Někdy","Nevím","Ne, obojí je stejně důvěryhodné","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"20%",0,0,-1,-1,0,NA,"ne","ne","ne","ano","ano","ano",NA,"Muž","45–54","20 a více let","CSc./Ph.D.","Do 5000","Ano","Vědecký pracovník do třídy V5",NA,NA,"90%","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Nevím","Spíše ano","Nevím","Spíše ano","Spíše ne","Tuto činnost nedělám","Tuto činnost nedělám","3. místo","1. místo","Tuto činnost nedělám","Tuto činnost nedělám","„Měkčí“ (méně exaktní)",NA,"Biology",NA,NA,"Molecular Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
